timestep_time;vehicle_id;vehicle_x;vehicle_y;vehicle_z
45.500;f_1.82;28.54;0.00;-30.42
45.500;f_3.85;10.01;0.00;53.25
45.600;f_0.0;38.54;-0.04;17.07
45.600;f_2.89;51.42;0.00;22.62
45.600;f_3.86;10.01;0.00;53.25
45.600;f_3.84;10.90;0.00;53.33
45.600;f_2.90;71.72;0.00;23.00
45.600;f_1.80;21.68;0.00;-21.42
45.600;f_1.84;28.54;0.00;-30.45
45.600;f_3.87;10.01;0.00;53.25
45.600;f_2.87;33.74;0.00;22.29
45.600;f_2.91;71.72;0.00;23.00
45.600;f_1.83;28.54;0.00;-30.45
45.600;f_1.81;25.65;0.00;-30.44
45.600;f_2.88;40.93;0.00;22.42
45.600;f_1.82;28.54;0.00;-30.42
45.600;f_3.85;10.01;0.00;53.25
45.700;f_0.0;38.54;-0.04;17.07
45.700;f_2.89;51.42;0.00;22.62
45.700;f_3.86;10.01;0.00;53.25
45.700;f_3.84;10.90;0.00;53.33
45.700;f_2.90;71.72;0.00;23.00
45.700;f_1.80;21.68;0.00;-21.42
45.700;f_1.84;28.54;0.00;-30.45
45.700;f_3.87;10.01;0.00;53.25
45.700;f_2.87;33.74;0.00;22.29
45.700;f_2.91;71.72;0.00;23.00
45.700;f_1.83;28.54;0.00;-30.45
45.700;f_1.81;25.65;0.00;-30.44
45.700;f_2.88;40.93;0.00;22.42
45.700;f_1.82;28.54;0.00;-30.42
45.700;f_3.85;10.01;0.00;53.25
45.800;f_0.0;38.54;-0.04;17.07
45.800;f_2.89;51.42;0.00;22.62
45.800;f_3.86;10.01;0.00;53.25
45.800;f_3.84;10.90;0.00;53.33
45.800;f_2.90;71.72;0.00;23.00
45.800;f_1.80;21.68;0.00;-21.42
45.800;f_1.84;28.54;0.00;-30.45
45.800;f_3.87;10.01;0.00;53.25
45.800;f_2.87;33.74;0.00;22.29
45.800;f_2.91;71.72;0.00;23.00
45.800;f_1.83;28.54;0.00;-30.45
45.800;f_1.81;25.65;0.00;-30.44
45.800;f_2.88;40.93;0.00;22.42
45.800;f_1.82;28.54;0.00;-30.42
45.800;f_3.85;10.01;0.00;53.25
45.900;f_0.0;38.54;-0.04;17.07
45.900;f_2.89;51.42;0.00;22.62
45.900;f_3.86;10.01;0.00;53.25
45.900;f_3.84;10.90;0.00;53.33
45.900;f_2.90;71.72;0.00;23.00
45.900;f_1.80;21.68;0.00;-21.42
45.900;f_1.84;28.54;0.00;-30.45
45.900;f_3.87;10.01;0.00;53.25
45.900;f_2.87;33.74;0.00;22.29
45.900;f_2.91;71.72;0.00;23.00
45.900;f_1.83;28.54;0.00;-30.45
45.900;f_1.81;25.65;0.00;-30.44
45.900;f_2.88;40.93;0.00;22.42
45.900;f_1.82;28.54;0.00;-30.42
45.900;f_3.85;10.01;0.00;53.25
46.000;f_0.0;38.54;-0.04;17.07
46.000;f_2.89;51.42;0.00;22.62
46.000;f_3.86;10.01;0.00;53.25
46.000;f_3.84;10.90;0.00;53.33
46.000;f_2.90;71.72;0.00;23.00
46.000;f_1.80;21.68;0.00;-21.42
46.000;f_1.84;28.54;0.00;-30.45
46.000;f_3.87;10.01;0.00;53.25
46.000;f_2.87;33.74;0.00;22.29
46.000;f_2.91;71.72;0.00;23.00
46.000;f_1.83;28.54;0.00;-30.45
46.000;f_1.81;25.65;0.00;-30.44
46.000;f_2.88;40.93;0.00;22.42
46.000;f_1.82;28.54;0.00;-30.42
46.000;f_3.85;10.01;0.00;53.25
46.100;f_0.0;38.54;-0.04;17.07
46.100;f_2.89;51.42;0.00;22.62
46.100;f_3.86;10.01;0.00;53.25
46.100;f_3.84;10.90;0.00;53.33
46.100;f_2.90;71.72;0.00;23.00
46.100;f_1.80;21.68;0.00;-21.42
46.100;f_1.84;28.54;0.00;-30.45
46.100;f_3.87;10.01;0.00;53.25
46.100;f_2.87;33.74;0.00;22.29
46.100;f_2.91;71.72;0.00;23.00
46.100;f_1.83;28.54;0.00;-30.45
46.100;f_1.81;25.65;0.00;-30.44
46.100;f_2.88;40.93;0.00;22.42
46.100;f_1.82;28.54;0.00;-30.42
46.100;f_3.85;10.01;0.00;53.25
46.200;f_0.0;38.54;-0.04;17.07
46.200;f_2.89;51.42;0.00;22.62
46.200;f_3.86;10.01;0.00;53.25
46.200;f_3.84;10.90;0.00;53.33
46.200;f_2.90;71.72;0.00;23.00
46.200;f_1.80;21.68;0.00;-21.42
46.200;f_1.84;28.54;0.00;-30.45
46.200;f_3.87;10.01;0.00;53.25
46.200;f_2.87;33.74;0.00;22.29
46.200;f_2.91;71.72;0.00;23.00
46.200;f_1.83;28.54;0.00;-30.45
46.200;f_1.81;25.65;0.00;-30.44
46.200;f_2.88;40.93;0.00;22.42
46.200;f_1.82;28.54;0.00;-30.42
46.200;f_3.85;10.01;0.00;53.25
46.300;f_0.0;38.54;-0.04;17.07
46.300;f_2.89;51.42;0.00;22.62
46.300;f_3.86;10.01;0.00;53.25
46.300;f_3.84;10.90;0.00;53.33
46.300;f_2.90;71.72;0.00;23.00
46.300;f_1.80;21.68;0.00;-21.42
46.300;f_1.84;28.54;0.00;-30.45
46.300;f_3.87;10.01;0.00;53.25
46.300;f_2.87;33.74;0.00;22.29
46.300;f_2.91;71.72;0.00;23.00
46.300;f_1.83;28.54;0.00;-30.45
46.300;f_1.81;25.65;0.00;-30.44
46.300;f_2.88;40.93;0.00;22.42
46.300;f_1.82;28.54;0.00;-30.42
46.300;f_3.85;10.01;0.00;53.25
46.400;f_0.0;38.54;-0.04;17.07
46.400;f_2.89;51.42;0.00;22.62
46.400;f_3.86;10.01;0.00;53.25
46.400;f_3.84;10.90;0.00;53.33
46.400;f_2.90;71.72;0.00;23.00
46.400;f_1.80;21.68;0.00;-21.42
46.400;f_1.84;28.54;0.00;-30.45
46.400;f_3.87;10.01;0.00;53.25
46.400;f_2.87;33.74;0.00;22.29
46.400;f_2.91;71.72;0.00;23.00
46.400;f_1.83;28.54;0.00;-30.45
46.400;f_1.81;25.65;0.00;-30.44
46.400;f_2.88;40.93;0.00;22.42
46.400;f_1.82;28.54;0.00;-30.42
46.400;f_3.85;10.01;0.00;53.25
46.500;f_0.0;38.54;-0.04;17.07
46.500;f_2.89;51.42;0.00;22.62
46.500;f_3.86;10.01;0.00;53.25
46.500;f_3.84;10.90;0.00;53.33
46.500;f_2.90;71.72;0.00;23.00
46.500;f_1.80;21.68;0.00;-21.42
46.500;f_1.84;28.54;0.00;-30.45
46.500;f_3.87;10.01;0.00;53.25
46.500;f_2.87;33.74;0.00;22.29
46.500;f_2.91;71.72;0.00;23.00
46.500;f_1.83;28.54;0.00;-30.45
46.500;f_1.81;25.65;0.00;-30.44
46.500;f_2.88;40.93;0.00;22.42
46.500;f_1.82;28.54;0.00;-30.42
46.500;f_3.85;10.01;0.00;53.25
46.600;f_0.0;38.54;-0.04;17.07
46.600;f_2.89;51.42;0.00;22.62
46.600;f_3.86;10.01;0.00;53.25
46.600;f_3.84;10.90;0.00;53.33
46.600;f_2.90;71.72;0.00;23.00
46.600;f_1.80;21.68;0.00;-21.42
46.600;f_1.84;28.54;0.00;-30.45
46.600;f_3.87;10.01;0.00;53.25
46.600;f_2.87;33.74;0.00;22.29
46.600;f_2.91;71.72;0.00;23.00
46.600;f_1.83;28.54;0.00;-30.45
46.600;f_1.81;25.65;0.00;-30.44
46.600;f_2.88;40.93;0.00;22.42
46.600;f_1.82;28.54;0.00;-30.42
46.600;f_3.85;10.01;0.00;53.25
46.700;f_0.0;38.54;-0.04;17.07
46.700;f_2.89;51.42;0.00;22.62
46.700;f_3.86;10.01;0.00;53.25
46.700;f_3.84;10.90;0.00;53.33
46.700;f_2.90;71.72;0.00;23.00
46.700;f_1.80;21.68;0.00;-21.42
46.700;f_1.84;28.54;0.00;-30.45
46.700;f_3.87;10.01;0.00;53.25
46.700;f_2.87;33.74;0.00;22.29
46.700;f_2.91;71.72;0.00;23.00
46.700;f_1.83;28.54;0.00;-30.45
46.700;f_1.81;25.65;0.00;-30.44
46.700;f_2.88;40.93;0.00;22.42
46.700;f_1.82;28.54;0.00;-30.42
46.700;f_3.85;10.01;0.00;53.25
46.800;f_0.0;38.54;-0.04;17.07
46.800;f_2.89;51.42;0.00;22.62
46.800;f_3.86;10.01;0.00;53.25
46.800;f_3.84;10.90;0.00;53.33
46.800;f_2.90;71.72;0.00;23.00
46.800;f_1.80;21.68;0.00;-21.42
46.800;f_1.84;28.54;0.00;-30.45
46.800;f_3.87;10.01;0.00;53.25
46.800;f_2.87;33.74;0.00;22.29
46.800;f_2.91;71.72;0.00;23.00
46.800;f_1.83;28.54;0.00;-30.45
46.800;f_1.81;25.65;0.00;-30.44
46.800;f_2.88;40.93;0.00;22.42
46.800;f_1.82;28.54;0.00;-30.42
46.800;f_3.85;10.01;0.00;53.25
46.900;f_0.0;38.54;-0.04;17.07
46.900;f_2.89;51.42;0.00;22.62
46.900;f_3.86;10.01;0.00;53.25
46.900;f_3.84;10.90;0.00;53.33
46.900;f_2.90;71.72;0.00;23.00
46.900;f_1.80;21.68;0.00;-21.42
46.900;f_1.84;28.54;0.00;-30.45
46.900;f_3.87;10.01;0.00;53.25
46.900;f_2.87;33.74;0.00;22.29
46.900;f_2.91;71.72;0.00;23.00
46.900;f_1.83;28.54;0.00;-30.45
46.900;f_1.81;25.65;0.00;-30.44
46.900;f_2.88;40.93;0.00;22.42
46.900;f_1.82;28.54;0.00;-30.42
46.900;f_3.85;10.01;0.00;53.25
47.000;f_0.0;38.54;-0.04;17.07
47.000;f_2.89;51.42;0.00;22.62
47.000;f_3.86;10.01;0.00;53.25
47.000;f_3.84;10.90;0.00;53.33
47.000;f_2.90;71.72;0.00;23.00
47.000;f_1.80;21.68;0.00;-21.42
47.000;f_1.84;28.54;0.00;-30.45
47.000;f_3.87;10.01;0.00;53.25
47.000;f_2.87;33.74;0.00;22.29
47.000;f_2.91;71.72;0.00;23.00
47.000;f_1.83;28.54;0.00;-30.45
47.000;f_1.81;25.65;0.00;-30.44
47.000;f_2.88;40.93;0.00;22.42
47.000;f_1.82;28.54;0.00;-30.42
47.000;f_3.85;10.01;0.00;53.25
47.100;f_0.0;38.54;-0.04;17.07
47.100;f_2.89;51.42;0.00;22.62
47.100;f_3.86;10.01;0.00;53.25
47.100;f_3.84;10.90;0.00;53.33
47.100;f_2.90;71.72;0.00;23.00
47.100;f_1.80;21.68;0.00;-21.42
47.100;f_1.84;28.54;0.00;-30.45
47.100;f_3.87;10.01;0.00;53.25
47.100;f_2.87;33.74;0.00;22.29
47.100;f_2.91;71.72;0.00;23.00
47.100;f_1.83;28.54;0.00;-30.45
47.100;f_1.81;25.65;0.00;-30.44
47.100;f_2.88;40.93;0.00;22.42
47.100;f_1.82;28.54;0.00;-30.42
47.100;f_3.85;10.01;0.00;53.25
47.200;f_0.0;38.54;-0.04;17.07
47.200;f_2.89;51.42;0.00;22.62
47.200;f_3.86;10.01;0.00;53.25
47.200;f_3.84;10.90;0.00;53.33
47.200;f_2.90;71.72;0.00;23.00
47.200;f_1.80;21.68;0.00;-21.42
47.200;f_1.84;28.54;0.00;-30.45
47.200;f_3.87;10.01;0.00;53.25
47.200;f_2.87;33.74;0.00;22.29
47.200;f_2.91;71.72;0.00;23.00
47.200;f_1.83;28.54;0.00;-30.45
47.200;f_1.81;25.65;0.00;-30.44
47.200;f_2.88;40.93;0.00;22.42
47.200;f_1.82;28.54;0.00;-30.42
47.200;f_3.85;10.01;0.00;53.25
47.300;f_0.0;38.54;-0.04;17.07
47.300;f_2.89;51.42;0.00;22.62
47.300;f_3.86;10.01;0.00;53.25
47.300;f_3.84;10.90;0.00;53.33
47.300;f_2.90;71.72;0.00;23.00
47.300;f_1.80;21.68;0.00;-21.42
47.300;f_1.84;28.54;0.00;-30.45
47.300;f_3.87;10.01;0.00;53.25
47.300;f_2.87;33.74;0.00;22.29
47.300;f_2.91;71.72;0.00;23.00
47.300;f_1.83;28.54;0.00;-30.45
47.300;f_1.81;25.65;0.00;-30.44
47.300;f_2.88;40.93;0.00;22.42
47.300;f_1.82;28.54;0.00;-30.42
47.300;f_3.85;10.01;0.00;53.25
47.400;f_0.0;38.54;-0.04;17.07
47.400;f_2.89;51.42;0.00;22.62
47.400;f_3.86;10.01;0.00;53.25
47.400;f_3.84;10.90;0.00;53.33
47.400;f_2.90;71.72;0.00;23.00
47.400;f_1.80;21.68;0.00;-21.42
47.400;f_1.84;28.54;0.00;-30.45
47.400;f_3.87;10.01;0.00;53.25
47.400;f_2.87;33.74;0.00;22.29
47.400;f_2.91;71.72;0.00;23.00
47.400;f_1.83;28.54;0.00;-30.45
47.400;f_1.81;25.65;0.00;-30.44
47.400;f_2.88;40.93;0.00;22.42
47.400;f_1.82;28.54;0.00;-30.42
47.400;f_3.85;10.01;0.00;53.25
47.500;f_0.0;38.54;-0.04;17.07
47.500;f_2.89;51.42;0.00;22.62
47.500;f_3.86;10.01;0.00;53.25
47.500;f_3.84;10.90;0.00;53.33
47.500;f_2.90;71.72;0.00;23.00
47.500;f_1.80;21.68;0.00;-21.42
47.500;f_1.84;28.54;0.00;-30.45
47.500;f_3.87;10.01;0.00;53.25
47.500;f_2.87;33.74;0.00;22.29
47.500;f_2.91;71.72;0.00;23.00
47.500;f_1.83;28.54;0.00;-30.45
47.500;f_1.81;25.65;0.00;-30.44
47.500;f_2.88;40.93;0.00;22.42
47.500;f_1.82;28.54;0.00;-30.42
47.500;f_3.85;10.01;0.00;53.25
47.600;f_0.0;38.54;-0.04;17.07
47.600;f_2.89;51.42;0.00;22.62
47.600;f_3.86;10.01;0.00;53.25
47.600;f_3.84;10.90;0.00;53.33
47.600;f_2.90;71.72;0.00;23.00
47.600;f_1.80;21.68;0.00;-21.42
47.600;f_1.84;28.54;0.00;-30.45
47.600;f_3.87;10.01;0.00;53.25
47.600;f_2.87;33.74;0.00;22.29
47.600;f_2.91;71.72;0.00;23.00
47.600;f_1.83;28.54;0.00;-30.45
47.600;f_1.81;25.65;0.00;-30.44
47.600;f_2.88;40.93;0.00;22.42
47.600;f_1.82;28.54;0.00;-30.42
47.600;f_3.85;10.01;0.00;53.25
47.700;f_0.0;38.54;-0.04;17.07
47.700;f_2.89;51.42;0.00;22.62
47.700;f_3.86;10.01;0.00;53.25
47.700;f_3.84;10.90;0.00;53.33
47.700;f_2.90;71.72;0.00;23.00
47.700;f_1.80;21.68;0.00;-21.42
47.700;f_1.84;28.54;0.00;-30.45
47.700;f_3.87;10.01;0.00;53.25
47.700;f_2.87;33.74;0.00;22.29
47.700;f_2.91;71.72;0.00;23.00
47.700;f_1.83;28.54;0.00;-30.45
47.700;f_1.81;25.65;0.00;-30.44
47.700;f_2.88;40.93;0.00;22.42
47.700;f_1.82;28.54;0.00;-30.42
47.700;f_3.85;10.01;0.00;53.25
47.800;f_0.0;38.54;-0.04;17.07
47.800;f_2.89;51.42;0.00;22.62
47.800;f_3.86;10.01;0.00;53.25
47.800;f_3.84;10.90;0.00;53.33
47.800;f_2.90;71.72;0.00;23.00
47.800;f_1.80;21.68;0.00;-21.42
47.800;f_1.84;28.54;0.00;-30.45
47.800;f_3.87;10.01;0.00;53.25
47.800;f_2.87;33.74;0.00;22.29
47.800;f_2.91;71.72;0.00;23.00
47.800;f_1.83;28.54;0.00;-30.45
47.800;f_1.81;25.65;0.00;-30.44
47.800;f_2.88;40.93;0.00;22.42
47.800;f_1.82;28.54;0.00;-30.42
47.800;f_3.85;10.01;0.00;53.25
47.900;f_0.0;38.54;-0.04;17.07
47.900;f_2.89;51.42;0.00;22.62
47.900;f_3.86;10.01;0.00;53.25
47.900;f_3.84;10.90;0.00;53.33
47.900;f_2.90;71.72;0.00;23.00
47.900;f_1.80;21.68;0.00;-21.42
47.900;f_1.84;28.54;0.00;-30.45
47.900;f_3.87;10.01;0.00;53.25
47.900;f_2.87;33.74;0.00;22.29
47.900;f_2.91;71.72;0.00;23.00
47.900;f_1.83;28.54;0.00;-30.45
47.900;f_1.81;25.65;0.00;-30.44
47.900;f_2.88;40.93;0.00;22.42
47.900;f_1.82;28.54;0.00;-30.42
47.900;f_3.85;10.01;0.00;53.25
48.000;f_0.0;38.54;-0.04;17.07
48.000;f_2.89;51.42;0.00;22.62
48.000;f_3.86;10.01;0.00;53.25
48.000;f_3.84;10.90;0.00;53.33
48.000;f_2.90;71.72;0.00;23.00
48.000;f_1.80;21.68;0.00;-21.42
48.000;f_1.84;28.54;0.00;-30.45
48.000;f_3.87;10.01;0.00;53.25
48.000;f_2.87;33.74;0.00;22.29
48.000;f_2.91;71.72;0.00;23.00
48.000;f_1.83;28.54;0.00;-30.45
48.000;f_1.81;25.65;0.00;-30.44
48.000;f_2.88;40.93;0.00;22.42
48.000;f_1.82;28.54;0.00;-30.42
48.000;f_3.85;10.01;0.00;53.25
48.100;f_0.0;38.54;-0.04;17.07
48.100;f_2.89;51.42;0.00;22.62
48.100;f_3.86;10.01;0.00;53.25
48.100;f_3.84;10.90;0.00;53.33
48.100;f_2.90;71.72;0.00;23.00
48.100;f_1.80;21.68;0.00;-21.42
48.100;f_1.84;28.54;0.00;-30.45
48.100;f_3.87;10.01;0.00;53.25
48.100;f_2.87;33.74;0.00;22.29
48.100;f_2.91;71.72;0.00;23.00
48.100;f_1.83;28.54;0.00;-30.45
48.100;f_1.81;25.65;0.00;-30.44
48.100;f_2.88;40.93;0.00;22.42
48.100;f_1.82;28.54;0.00;-30.42
48.100;f_3.85;10.01;0.00;53.25
48.200;f_0.0;38.54;-0.04;17.07
48.200;f_2.89;51.42;0.00;22.62
48.200;f_3.86;10.01;0.00;53.25
48.200;f_3.84;10.90;0.00;53.33
48.200;f_2.90;71.72;0.00;23.00
48.200;f_1.80;21.68;0.00;-21.42
48.200;f_1.84;28.54;0.00;-30.45
48.200;f_3.87;10.01;0.00;53.25
48.200;f_2.87;33.74;0.00;22.29
48.200;f_2.91;71.72;0.00;23.00
48.200;f_1.83;28.54;0.00;-30.45
48.200;f_1.81;25.65;0.00;-30.44
48.200;f_2.88;40.93;0.00;22.42
48.200;f_1.82;28.54;0.00;-30.42
48.200;f_3.85;10.01;0.00;53.25
48.300;f_0.0;38.54;-0.04;17.07
48.300;f_2.89;51.42;0.00;22.62
48.300;f_3.86;10.01;0.00;53.25
48.300;f_3.84;10.90;0.00;53.33
48.300;f_2.90;71.72;0.00;23.00
48.300;f_1.80;21.68;0.00;-21.42
48.300;f_1.84;28.54;0.00;-30.45
48.300;f_3.87;10.01;0.00;53.25
48.300;f_2.87;33.74;0.00;22.29
48.300;f_2.91;71.72;0.00;23.00
48.300;f_1.83;28.54;0.00;-30.45
48.300;f_1.81;25.65;0.00;-30.44
48.300;f_2.88;40.93;0.00;22.42
48.300;f_1.82;28.54;0.00;-30.42
48.300;f_3.85;10.01;0.00;53.25
48.400;f_0.0;38.54;-0.04;17.07
48.400;f_2.89;51.42;0.00;22.62
48.400;f_3.86;10.01;0.00;53.25
48.400;f_3.84;10.90;0.00;53.33
48.400;f_2.90;71.72;0.00;23.00
48.400;f_1.80;21.68;0.00;-21.42
48.400;f_1.84;28.54;0.00;-30.45
48.400;f_3.87;10.01;0.00;53.25
48.400;f_2.87;33.74;0.00;22.29
48.400;f_2.91;71.72;0.00;23.00
48.400;f_1.83;28.54;0.00;-30.45
48.400;f_1.81;25.65;0.00;-30.44
48.400;f_2.88;40.93;0.00;22.42
48.400;f_1.82;28.54;0.00;-30.42
48.400;f_3.85;10.01;0.00;53.25
48.500;f_0.0;38.54;-0.04;17.07
48.500;f_2.89;51.42;0.00;22.62
48.500;f_3.86;10.01;0.00;53.25
48.500;f_3.84;10.90;0.00;53.33
48.500;f_2.90;71.72;0.00;23.00
48.500;f_1.80;21.68;0.00;-21.42
48.500;f_1.84;28.54;0.00;-30.45
48.500;f_3.87;10.01;0.00;53.25
48.500;f_2.87;33.74;0.00;22.29
48.500;f_2.91;71.72;0.00;23.00
48.500;f_1.83;28.54;0.00;-30.45
48.500;f_1.81;25.65;0.00;-30.44
48.500;f_2.88;40.93;0.00;22.42
48.500;f_1.82;28.54;0.00;-30.42
48.500;f_3.85;10.01;0.00;53.25
48.600;f_0.0;38.54;-0.04;17.07
48.600;f_2.89;51.42;0.00;22.62
48.600;f_3.86;10.01;0.00;53.25
48.600;f_3.84;10.90;0.00;53.33
48.600;f_2.90;71.72;0.00;23.00
48.600;f_1.80;21.68;0.00;-21.42
48.600;f_1.84;28.54;0.00;-30.45
48.600;f_3.87;10.01;0.00;53.25
48.600;f_2.87;33.74;0.00;22.29
48.600;f_2.91;71.72;0.00;23.00
48.600;f_1.83;28.54;0.00;-30.45
48.600;f_1.81;25.65;0.00;-30.44
48.600;f_2.88;40.93;0.00;22.42
48.600;f_1.82;28.54;0.00;-30.42
48.600;f_3.85;10.01;0.00;53.25
48.700;f_0.0;38.54;-0.04;17.07
48.700;f_2.89;51.42;0.00;22.62
48.700;f_3.86;10.01;0.00;53.25
48.700;f_3.84;10.90;0.00;53.33
48.700;f_2.90;71.72;0.00;23.00
48.700;f_1.80;21.68;0.00;-21.42
48.700;f_1.84;28.54;0.00;-30.45
48.700;f_3.87;10.01;0.00;53.25
48.700;f_2.87;33.74;0.00;22.29
48.700;f_2.91;71.72;0.00;23.00
48.700;f_1.83;28.54;0.00;-30.45
48.700;f_1.81;25.65;0.00;-30.44
48.700;f_2.88;40.93;0.00;22.42
48.700;f_1.82;28.54;0.00;-30.42
48.700;f_3.85;10.01;0.00;53.25
48.800;f_0.0;38.54;-0.04;17.07
48.800;f_2.89;51.42;0.00;22.62
48.800;f_3.86;10.01;0.00;53.25
48.800;f_3.84;10.90;0.00;53.33
48.800;f_2.90;71.72;0.00;23.00
48.800;f_1.80;21.68;0.00;-21.42
48.800;f_1.84;28.54;0.00;-30.45
48.800;f_3.87;10.01;0.00;53.25
48.800;f_2.87;33.74;0.00;22.29
48.800;f_2.91;71.72;0.00;23.00
48.800;f_1.83;28.54;0.00;-30.45
48.800;f_1.81;25.65;0.00;-30.44
48.800;f_2.88;40.93;0.00;22.42
48.800;f_1.82;28.54;0.00;-30.42
48.800;f_3.85;10.01;0.00;53.25
48.900;f_0.0;38.54;-0.04;17.07
48.900;f_2.89;51.42;0.00;22.62
48.900;f_3.86;10.01;0.00;53.25
48.900;f_3.84;10.90;0.00;53.33
48.900;f_2.90;71.72;0.00;23.00
48.900;f_1.80;21.68;0.00;-21.42
48.900;f_1.84;28.54;0.00;-30.45
48.900;f_3.87;10.01;0.00;53.25
48.900;f_2.87;33.74;0.00;22.29
48.900;f_2.91;71.72;0.00;23.00
48.900;f_1.83;28.54;0.00;-30.45
48.900;f_1.81;25.65;0.00;-30.44
48.900;f_2.88;40.93;0.00;22.42
48.900;f_1.82;28.54;0.00;-30.42
48.900;f_3.85;10.01;0.00;53.25
49.000;f_0.0;38.54;-0.04;17.07
49.000;f_2.89;51.42;0.00;22.62
49.000;f_3.86;10.01;0.00;53.25
49.000;f_3.84;10.90;0.00;53.33
49.000;f_2.90;71.72;0.00;23.00
49.000;f_1.80;21.68;0.00;-21.42
49.000;f_1.84;28.54;0.00;-30.45
49.000;f_3.87;10.01;0.00;53.25
49.000;f_2.87;33.74;0.00;22.29
49.000;f_2.91;71.72;0.00;23.00
49.000;f_1.83;28.54;0.00;-30.45
49.000;f_1.81;25.65;0.00;-30.44
49.000;f_2.88;40.93;0.00;22.42
49.000;f_1.82;28.54;0.00;-30.42
49.000;f_3.85;10.01;0.00;53.25
49.100;f_0.0;38.54;-0.04;17.07
49.100;f_2.89;51.42;0.00;22.62
49.100;f_3.86;10.01;0.00;53.25
49.100;f_3.84;10.90;0.00;53.33
49.100;f_2.90;71.72;0.00;23.00
49.100;f_1.80;21.68;0.00;-21.42
49.100;f_1.84;28.54;0.00;-30.45
49.100;f_3.87;10.01;0.00;53.25
49.100;f_2.87;33.74;0.00;22.29
49.100;f_2.91;71.72;0.00;23.00
49.100;f_1.83;28.54;0.00;-30.45
49.100;f_1.81;25.65;0.00;-30.44
49.100;f_2.88;40.93;0.00;22.42
49.100;f_1.82;28.54;0.00;-30.42
49.100;f_3.85;10.01;0.00;53.25
49.200;f_0.0;38.54;-0.04;17.07
49.200;f_2.89;51.42;0.00;22.62
49.200;f_3.86;10.01;0.00;53.25
49.200;f_3.84;10.90;0.00;53.33
49.200;f_2.90;71.72;0.00;23.00
49.200;f_1.80;21.68;0.00;-21.42
49.200;f_1.84;28.54;0.00;-30.45
49.200;f_3.87;10.01;0.00;53.25
49.200;f_2.87;33.74;0.00;22.29
49.200;f_2.91;71.72;0.00;23.00
49.200;f_1.83;28.54;0.00;-30.45
49.200;f_1.81;25.65;0.00;-30.44
49.200;f_2.88;40.93;0.00;22.42
49.200;f_1.82;28.54;0.00;-30.42
49.200;f_3.85;10.01;0.00;53.25
49.300;f_0.0;38.54;-0.04;17.07
49.300;f_2.89;51.42;0.00;22.62
49.300;f_3.86;10.01;0.00;53.25
49.300;f_3.84;10.90;0.00;53.33
49.300;f_2.90;71.72;0.00;23.00
49.300;f_1.80;21.68;0.00;-21.42
49.300;f_1.84;28.54;0.00;-30.45
49.300;f_3.87;10.01;0.00;53.25
49.300;f_2.87;33.74;0.00;22.29
49.300;f_2.91;71.72;0.00;23.00
49.300;f_1.83;28.54;0.00;-30.45
49.300;f_1.81;25.65;0.00;-30.44
49.300;f_2.88;40.93;0.00;22.42
49.300;f_1.82;28.54;0.00;-30.42
49.300;f_3.85;10.01;0.00;53.25
49.400;f_0.0;38.54;-0.04;17.07
49.400;f_2.89;51.42;0.00;22.62
49.400;f_3.86;10.01;0.00;53.25
49.400;f_3.84;10.90;0.00;53.33
49.400;f_2.90;71.72;0.00;23.00
49.400;f_1.80;21.68;0.00;-21.42
49.400;f_1.84;28.54;0.00;-30.45
49.400;f_3.87;10.01;0.00;53.25
49.400;f_2.87;33.74;0.00;22.29
49.400;f_2.91;71.72;0.00;23.00
49.400;f_1.83;28.54;0.00;-30.45
49.400;f_1.81;25.65;0.00;-30.44
49.400;f_2.88;40.93;0.00;22.42
49.400;f_1.82;28.54;0.00;-30.42
49.400;f_3.85;10.01;0.00;53.25
49.500;f_0.0;38.54;-0.04;17.07
49.500;f_2.89;51.42;0.00;22.62
49.500;f_3.86;10.01;0.00;53.25
49.500;f_3.84;10.90;0.00;53.33
49.500;f_2.90;71.72;0.00;23.00
49.500;f_1.80;21.68;0.00;-21.42
49.500;f_1.84;28.54;0.00;-30.45
49.500;f_3.87;10.01;0.00;53.25
49.500;f_2.87;33.74;0.00;22.29
49.500;f_2.91;71.72;0.00;23.00
49.500;f_1.83;28.54;0.00;-30.45
49.500;f_1.81;25.65;0.00;-30.44
49.500;f_2.88;40.93;0.00;22.42
49.500;f_1.82;28.54;0.00;-30.42
49.500;f_3.85;10.01;0.00;53.25
49.600;f_0.0;38.54;-0.04;17.07
49.600;f_2.89;51.42;0.00;22.62
49.600;f_3.86;10.01;0.00;53.25
49.600;f_3.84;10.90;0.00;53.33
49.600;f_2.90;71.72;0.00;23.00
49.600;f_1.80;21.68;0.00;-21.42
49.600;f_1.84;28.54;0.00;-30.45
49.600;f_3.87;10.01;0.00;53.25
49.600;f_2.87;33.74;0.00;22.29
49.600;f_2.91;71.72;0.00;23.00
49.600;f_1.83;28.54;0.00;-30.45
49.600;f_1.81;25.65;0.00;-30.44
49.600;f_2.88;40.93;0.00;22.42
49.600;f_1.82;28.54;0.00;-30.42
49.600;f_3.85;10.01;0.00;53.25
49.700;f_0.0;38.54;-0.04;17.07
49.700;f_2.89;51.42;0.00;22.62
49.700;f_3.86;10.01;0.00;53.25
49.700;f_3.84;10.90;0.00;53.33
49.700;f_2.90;71.72;0.00;23.00
49.700;f_1.80;21.68;0.00;-21.42
